id,user_id,amount,date,category_id,description,notes,is_deleted,deleted_at,created_at,updated_at
8d1a6de5-1168-41f3-ad40-21a64ec00d2b,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-04-30,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Camp tent,Outdoor gear,false,,2025-08-04 09:27:25.626458+00,2025-08-04 09:27:25.626458+00
8ee11308-86de-4301-9cbf-7f238f68401b,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1500.00,2025-02-14,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Order Pizza,Party,false,,2025-08-02 11:34:33.203396+00,2025-08-02 11:34:33.203396+00
936a8cc3-1826-4bcf-b21b-e513d9348d28,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-03-09,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: Emergency Fund,Contribution to Emergency Fund goal,false,,2025-08-02 13:35:48.236432+00,2025-08-02 13:35:48.236432+00
94990a3e-faa4-417e-8599-ad3b2fca9cb9,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1200.00,2025-06-10,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Uber Ride,Work commute,false,,2025-07-31 07:41:17.321009+00,2025-07-31 07:41:17.321009+00
950acbdc-9844-4cd2-ae6b-6b3bc34c5671,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1500.00,2025-05-09,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Game pass,Rp,false,,2025-08-04 10:46:45.321786+00,2025-08-04 10:46:45.321786+00
96418bee-7de5-406f-8245-7d355cdf17fc,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2000.00,2025-07-09,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Gas bill,Bill,false,,2025-08-04 10:58:42.564266+00,2025-08-04 10:58:42.564266+00
96f65ec1-2611-4e6a-a49b-3ae305921e92,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2200.00,2025-05-10,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Farmer Market,Fresh goods,false,,2025-08-04 10:37:36.435224+00,2025-08-04 10:37:36.435224+00
9757768e-1255-4018-9461-da1eadd7cc8d,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2000.00,2025-06-08,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: Emergency Fund,Contribution to Emergency Fund goal,false,,2025-06-08 09:04:39+00,2025-06-08 09:04:39+00
9dd9077c-2d9b-47e0-8402-34193404506d,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-3800.00,2025-05-06,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Bus Drive,Another city,false,,2025-08-04 10:43:36.715321+00,2025-08-04 10:43:36.715321+00
a1c9ed4c-d3fa-46f9-b506-87b3a08d47e9,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2000.00,2025-07-08,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: Emergency Fund,Contribution to Emergency Fund goal,false,,2025-07-08 10:31:44+00,2025-07-08 10:31:44+00
a272ca4c-8494-4781-9e13-9f5236f2bc07,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-04-12,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Car service,Oil change,false,,2025-08-04 09:15:23.035984+00,2025-08-04 09:15:23.035984+00
a3f613cd-b07c-45f8-962e-16c9a742f374,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2100.00,2025-06-02,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Grocery shopping,Weekly Essentials,false,,2025-07-31 07:31:02.576329+00,2025-07-31 07:31:02.576329+00
a7bba163-ad99-49d4-932d-33301ffdf663,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-900.00,2025-04-08,d4953743-374b-495b-9134-2f47a5e3ff69,New skill,Learning,false,,2025-08-04 09:19:41.339005+00,2025-08-04 09:19:41.339005+00
aac70207-55f3-4d44-a81e-b68933edaa85,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1200.00,2025-01-12,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Pizza,Family Outing,false,,2025-08-01 16:26:18.474246+00,2025-08-01 16:26:18.474246+00
ac96a4ac-836f-44cd-b3d7-b61512e53ed3,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-700.00,2025-01-18,d4953743-374b-495b-9134-2f47a5e3ff69,E-study Guide,Cold weather study,false,,2025-08-01 16:45:15.868626+00,2025-08-01 16:45:15.868626+00
aff2753a-da5f-41be-b288-096f83aedfad,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-300.00,2025-06-25,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Car Maintenance,Oil change,false,,2025-07-31 07:46:08.981901+00,2025-07-31 07:46:08.981901+00
b11ee799-1abd-431b-a1b8-e4167b353d47,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2000.00,2025-01-03,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Winter Stew,Warm family meal,false,,2025-08-01 16:22:26.354017+00,2025-08-01 16:22:26.354017+00
b1720c7d-13de-4489-ad05-bc112b5b2223,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1500.00,2025-04-20,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: Vacation,Contribution to Vacation goal,false,,2025-08-04 09:32:40.575355+00,2025-08-04 09:32:40.575355+00
b1b5bd72-a564-4dbd-b09b-38235377475e,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1900.00,2025-06-14,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Online Shopping,Cloths,false,,2025-07-31 08:57:08.322528+00,2025-07-31 08:57:08.322528+00
b3c234ed-6149-4bd7-831a-7d89d8d9d173,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-02-25,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: Vacation Fund,Contribution to Vacation Fund goal,false,,2025-08-02 11:58:41.867537+00,2025-08-02 11:58:41.867537+00
b453e670-a59a-43ec-a0c2-dd7db1768a8f,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-600.00,2025-03-28,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Car wash,Clean,false,,2025-08-02 13:24:40.168737+00,2025-08-02 13:24:40.168737+00
b61a3792-56b8-4d06-9265-e1b5bce48c40,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-600.00,2025-03-19,d4953743-374b-495b-9134-2f47a5e3ff69,E-Book,Notes,false,,2025-08-02 13:26:33.642797+00,2025-08-02 13:26:33.642797+00
b75a8673-d1c8-4b16-83e8-caba74c42b97,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-900.00,2025-07-05,d4953743-374b-495b-9134-2f47a5e3ff69,E-Book Purchase,Study,false,,2025-07-31 09:44:09.308809+00,2025-07-31 09:44:09.308809+00
b76b0d8e-70af-4753-a349-8133c5f7780e,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-600.00,2025-04-22,d4953743-374b-495b-9134-2f47a5e3ff69,AI Subscription,Monthly,false,,2025-08-04 09:20:44.821994+00,2025-08-04 09:20:44.821994+00
b93342e2-8ed5-4332-b931-a55945ca90ce,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,30000.00,2025-07-01,e130010b-79ee-4cea-8a7d-ff79109bf7fb,Salary,Monthly Salary,false,,2025-07-31 09:34:46.77357+00,2025-07-31 09:34:46.77357+00
b9d8816f-a6e8-4216-a410-93e07a25f715,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-04-30,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,City travel,Business purpose,false,,2025-08-04 09:18:49.097953+00,2025-08-04 09:18:49.097953+00
bd9bf669-a88b-4cc3-aadb-ea5dbe71d6bd,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2000.00,2025-02-28,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: Gift,Contribution to Gift goal,false,,2025-08-02 12:00:29.513027+00,2025-08-02 12:00:29.513027+00
be57aef8-6b87-47ea-b6a4-e20aea4c5843,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1300.00,2025-03-15,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Taxi tour,City exploration,false,,2025-08-02 13:22:42.156089+00,2025-08-02 13:22:42.156089+00
bedd50ce-ed73-4247-b101-884ddf7e2ab4,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-03-25,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: Car Down payment,Contribution to Car Down payment goal,false,,2025-08-02 13:35:31.843739+00,2025-08-02 13:35:31.843739+00
bef4e1e4-65af-4c6e-b3a8-3390aea03416,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2000.00,2025-03-12,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Electricity bill,BILL,false,,2025-08-02 13:29:33.168969+00,2025-08-02 13:29:33.168969+00
bff90b80-4d52-43dd-8f8d-38d631a85121,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-800.00,2025-02-07,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Car service,oil change,false,,2025-08-02 11:41:00.400106+00,2025-08-02 11:41:00.400106+00
c065ee2a-2cd7-4249-aae3-aad7984527b1,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,30000.00,2025-01-01,e130010b-79ee-4cea-8a7d-ff79109bf7fb,Monthly Salary,Salary,false,,2025-08-01 16:19:58.921667+00,2025-08-01 16:19:58.921667+00
c3b0f9e6-3b7d-4409-9fa4-a01217a33185,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-02-19,d4953743-374b-495b-9134-2f47a5e3ff69,Notes buy,Class materials,false,,2025-08-02 11:47:43.292496+00,2025-08-02 11:47:43.292496+00
c785a1b5-726d-4c50-9598-07450d9adc07,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2100.00,2025-06-04,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Movie Night,Entertainment,false,,2025-07-31 08:55:38.104088+00,2025-07-31 08:55:38.104088+00
c813fb50-e2ac-41f4-9625-68aeda8e4d14,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2000.00,2025-04-10,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Electricity Bill,Bill,false,,2025-08-04 09:24:31.757462+00,2025-08-04 09:24:31.757462+00
cab9fd61-3cab-4fd0-a878-25b35cf69ca3,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-300.00,2025-01-25,d4953743-374b-495b-9134-2f47a5e3ff69,Online Quiz,Practice,false,,2025-08-02 05:36:40.175229+00,2025-08-02 05:36:40.175229+00
cbcdfb14-454a-4477-8fcf-21a693d79ba6,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,30000.00,2025-03-01,e130010b-79ee-4cea-8a7d-ff79109bf7fb,Monthly Salary,Salary,false,,2025-08-02 13:15:54.031282+00,2025-08-02 13:15:54.031282+00
cc3dc3f1-a6e3-4bc4-8485-835083e93235,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-3200.00,2025-06-05,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Dinner at Local Restaurant,Family Outing,false,,2025-07-31 07:33:49.968397+00,2025-07-31 07:33:49.968397+00
cc70b650-23ab-411b-9acd-e6e43b086e2d,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-03-30,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: Vacation fund,Contribution to Vacation fund goal,false,,2025-08-02 13:35:16.217734+00,2025-08-02 13:35:16.217734+00
cdc5f813-c1ba-4c78-b9b2-727eccc7556c,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2800.00,2025-07-06,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Family Dinner,Restaurant,false,,2025-07-31 09:36:32.478676+00,2025-07-31 09:36:32.478676+00
cf4607ce-8383-4fb4-ace4-1ae368d3c5b0,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2000.00,2025-05-03,3eabb153-04b9-4edd-a6d9-5a7610215ffb,BBQ supplies,Outdoor stuff,false,,2025-08-04 10:36:39.604197+00,2025-08-04 10:36:39.604197+00
d1ea812d-6de9-4606-bd1e-4c368a1a5ba3,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-02-20,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Dinner,Family outing,false,,2025-08-02 11:35:59.350274+00,2025-08-02 11:35:59.350274+00
d290e266-2a2b-46e6-8ac0-e187df316dc3,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-900.00,2025-04-19,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Office drive,Work,false,,2025-08-04 09:17:03.668824+00,2025-08-04 09:17:03.668824+00
d6826309-9312-41d7-85d9-93f6a2e6e7a8,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2000.00,2025-02-06,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: Emergency Fund,Contribution to Emergency Fund goal,false,,2025-08-02 11:58:58.122787+00,2025-08-02 11:58:58.122787+00
d6fe3824-7dfe-4d1e-8ae1-6933763d6566,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-100.00,2025-04-30,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Lemon soda,Mood,false,,2025-08-04 09:11:46.777449+00,2025-08-04 09:11:46.777449+00
d70988c8-a081-4c2c-a126-ec218bb63202,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,30000.00,2025-05-01,e130010b-79ee-4cea-8a7d-ff79109bf7fb,Monthly salary,Salary,false,,2025-08-04 10:34:54.128329+00,2025-08-04 10:34:54.128329+00
da3b5a1e-7f4f-4756-8251-f6ac696f8a19,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-900.00,2025-03-20,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Car service,Oil change,false,,2025-08-02 13:24:03.489838+00,2025-08-02 13:24:03.489838+00
db95d0ee-fa8a-4ed8-be24-a661d2337569,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-07-22,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Gifts,Miscellaneous,false,,2025-07-31 09:48:17.416785+00,2025-07-31 09:48:17.416785+00
dcd35af0-0f6f-48d0-a95b-56ec386231c2,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-06-06,d4953743-374b-495b-9134-2f47a5e3ff69,Textbook Purchase,Semester book,false,,2025-07-31 08:52:21.459263+00,2025-07-31 08:52:21.459263+00
de40c899-023f-40de-90f1-552e543492f2,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-400.00,2025-07-25,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Bike Repair,Maintenance,false,,2025-07-31 09:41:25.675676+00,2025-07-31 09:41:25.675676+00
e1123db9-3af7-47c9-b2ac-d2cb5d0513ef,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1500.00,2025-01-08,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: Home Upgrades,Contribution to Home Upgrades goal,false,,2025-08-02 06:54:50.795237+00,2025-08-02 06:54:50.795237+00
e188ce85-c178-482d-a78d-38b65d1b71aa,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-01-27,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Candle set,Cozy decor,false,,2025-08-02 05:40:02.172624+00,2025-08-02 05:40:02.172624+00
e1def6e8-a625-4d4a-81c3-18e36c56ec98,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-05-08,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: Emergency Fund,Contribution to Emergency Fund goal,false,,2025-08-04 10:51:34.020813+00,2025-08-04 10:51:34.020813+00
e27bd73e-3d18-4e75-8c3c-4be22c4c0644,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-01-16,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Indoor Game,Family night,false,,2025-08-02 05:38:59.702166+00,2025-08-02 05:38:59.702166+00
e60a43d5-6422-46a2-9279-1f3254872e79,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-300.00,2025-02-24,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Taxi fair,Office,false,,2025-08-02 11:43:14.848332+00,2025-08-02 11:43:14.848332+00
e65c902b-ca5a-477c-a6e3-c338690f89cf,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-900.00,2025-07-03,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Gas Station,Car Fuel,false,,2025-07-31 09:39:02.64713+00,2025-07-31 09:39:02.64713+00
eac76b90-a4db-4ed4-a2d9-9851428ead3c,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-05-29,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: Vacation Fund,Contribution to Vacation Fund goal,false,,2025-08-04 10:51:00.882217+00,2025-08-04 10:51:00.882217+00
ebf92e77-ee1e-4159-928a-23fa57be2aa5,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1800.00,2025-04-17,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Picnic Lunch,Outdoor,false,,2025-08-04 09:08:16.955213+00,2025-08-04 09:08:16.955213+00
ec90939e-8f96-4b5a-adbf-98fedf094681,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-200.00,2025-01-02,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Office Ride,Taxi,false,,2025-08-01 16:32:02.598524+00,2025-08-01 16:32:02.598524+00
ef6243de-df6c-4e5c-b3a0-2542eed35027,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1700.00,2025-07-14,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Online Purchase,Shopping,false,,2025-07-31 09:47:29.994256+00,2025-07-31 09:47:29.994256+00
f0039489-49dc-4be1-9106-cf3b10f0334d,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2000.00,2025-02-02,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Water Bill,Monthly,false,,2025-08-02 11:31:42.222526+00,2025-08-02 11:31:42.222526+00
f0a05e26-cb96-4c46-a694-727a8bb31ba5,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-900.00,2025-03-12,d4953743-374b-495b-9134-2f47a5e3ff69,Skill development,Learning,false,,2025-08-02 13:25:48.558658+00,2025-08-02 13:25:48.558658+00
f0e54a12-624f-4e77-b8cd-9733fbb3d04f,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2500.00,2025-01-07,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Holiday Baking,New year treats,false,,2025-08-01 16:23:06.388998+00,2025-08-01 16:23:06.388998+00
f10cde40-4f79-4af3-b675-c73d428e953d,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-04-26,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Car wash,Summer clean,false,,2025-08-04 09:17:54.082662+00,2025-08-04 09:17:54.082662+00
f5007906-07e0-4f40-b863-fbfe3ad09532,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2000.00,2025-07-17,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Electricity Bill,Bill,false,,2025-08-04 10:59:13.980492+00,2025-08-04 10:59:13.980492+00
f52da524-3c44-4ce2-bf30-9e2c25488a3a,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-06-22,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Miscellaneous,Small purchases,false,,2025-07-31 08:57:52.69676+00,2025-07-31 08:57:52.69676+00
f536dbb7-a549-4ca3-98dc-494416a3f958,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-03-20,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Game pass,Rp,false,,2025-08-02 13:30:33.619595+00,2025-08-02 13:30:33.619595+00
f774ac2a-5d13-4062-90af-d88c6d0f9531,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-900.00,2025-02-05,d4953743-374b-495b-9134-2f47a5e3ff69,New skill,Learning,false,,2025-08-02 11:46:38.745944+00,2025-08-02 11:46:38.745944+00
f96a68b6-ab61-4d15-b3d6-39b875255956,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-500.00,2025-04-22,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Netflix subscription,Subscription,false,,2025-08-04 09:26:43.179926+00,2025-08-04 09:26:43.179926+00
fafe1efc-8776-46f4-87e7-66787b0a30ef,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-01-29,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: City trip,Contribution to City trip goal,false,,2025-08-02 06:54:22.224316+00,2025-08-02 06:54:22.224316+00
fb4a5d59-da8c-4c0a-aac8-a24ccdcae39e,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2000.00,2025-06-03,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Gas bill,Bill,false,,2025-08-04 10:55:28.353874+00,2025-08-04 10:55:28.353874+00
ffef6523-0804-46a3-b728-8de8c8449fb7,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-07-30,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: Car Down Payment,Contribution to Car Down Payment goal,false,,2025-07-30 10:31:23+00,2025-07-30 10:31:23+00
